name,age,has_spouse,spouse_accompanying,education_level,canadian_education,first_lang_speaking,first_lang_listening,first_lang_reading,first_lang_writing,has_second_language,second_lang_speaking,second_lang_listening,second_lang_reading,second_lang_writing,canadian_work_experience,foreign_work_experience,has_sibling_in_canada,has_job_offer,has_provincial_nomination,clb7_and_post_secondary,post_secondary_and_canadian_exp,foreign_and_canadian_exp,trade_certificate,spouse_education_level,spouse_canadian_exp,spouse_lang_speaking,spouse_lang_listening,spouse_lang_reading,spouse_lang_writing,crs_score,improvement_strategy
Susan Harris,49,False,False,7,2,6,7,4,7,True,7,4,6,7,0,3,True,2,False,True,True,False,False,0,0,0,0,0,0,346,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Mr. Michael Moore DVM,18,False,False,2,0,12,12,11,9,False,0,0,0,0,5,4,False,2,False,True,True,False,True,0,0,0,0,0,0,517,"upgrade to  degree, learn second official language"
Andrew Hunt,47,False,False,2,3,5,9,5,12,True,11,8,6,7,2,4,False,2,True,True,False,True,True,0,0,0,0,0,0,978,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Anna Fischer,39,False,False,7,1,5,7,8,8,False,0,0,0,0,3,4,False,0,False,False,True,False,True,0,0,0,0,0,0,423,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, secure Canadian job offer"
Courtney Rogers,49,False,False,1,0,12,5,5,10,False,0,0,0,0,2,0,False,2,True,False,True,False,True,0,0,0,0,0,0,858,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Joshua Silva,47,True,True,5,1,9,9,8,4,True,8,11,9,11,1,5,True,1,True,True,False,False,False,2,4,5,5,11,11,1142,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Donald Walsh,22,False,False,8,3,6,6,11,6,False,0,0,0,0,6,0,True,2,False,False,True,True,False,0,0,0,0,0,0,571,"improve language test scores, learn second official language, explore provincial nomination programs"
Paul Thomas,27,True,True,8,2,10,6,5,11,True,7,12,12,5,4,4,True,2,True,True,False,True,True,4,2,5,10,6,7,1226,improve language test scores
Michael Henson,31,True,False,1,1,4,12,9,11,True,11,10,6,5,5,4,True,2,False,True,True,False,False,0,0,0,0,0,0,438,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Susan Williams,45,False,False,8,3,9,6,5,4,True,7,6,5,7,6,1,True,0,False,False,False,True,False,0,0,0,0,0,0,398,"apply soon to avoid further age point reductions, improve language test scores, explore provincial nomination programs"
Kristen Koch,38,False,False,8,3,10,9,11,4,False,0,0,0,0,4,1,True,1,False,True,False,False,False,0,0,0,0,0,0,671,"apply soon to avoid further age point reductions, improve language test scores"
Tammy Paul,27,True,True,1,1,9,12,4,11,False,0,0,0,0,1,0,True,2,False,True,True,True,True,1,3,6,9,12,4,418,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Christopher Nelson,44,False,False,6,1,12,4,5,4,False,0,0,0,0,6,1,False,2,True,True,False,False,True,0,0,0,0,0,0,1004,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Samantha Cole,23,False,False,2,3,6,12,8,9,False,0,0,0,0,5,2,True,1,True,True,False,False,False,0,0,0,0,0,0,1200,"upgrade to  degree, improve language test scores"
Andrea Green,50,True,False,6,2,4,12,5,6,True,4,8,12,10,0,4,False,0,False,True,False,True,False,0,0,0,0,0,0,313,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Kevin Martinez,23,True,True,4,3,10,8,5,4,False,0,0,0,0,4,4,False,2,True,False,False,False,True,3,2,4,11,4,4,1093,"upgrade to bachelor degree, improve language test scores"
Tristan Brown,42,False,False,5,1,11,7,10,5,True,9,6,12,9,2,4,True,0,False,False,False,False,False,0,0,0,0,0,0,351,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Pamela Mccarthy,43,True,False,7,0,12,10,7,9,False,0,0,0,0,3,4,True,0,False,True,True,False,False,0,0,0,0,0,0,422,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, secure Canadian job offer"
Ernest Kaufman,24,False,False,4,3,11,7,6,8,True,4,9,6,11,2,2,False,2,False,False,False,False,False,0,0,0,0,0,0,450,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Ryan Moore,49,False,False,5,0,10,5,11,5,False,0,0,0,0,6,5,True,2,False,False,True,False,False,0,0,0,0,0,0,395,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Lauren Garcia,39,False,False,8,0,12,10,8,4,False,0,0,0,0,5,1,True,2,False,True,True,True,True,0,0,0,0,0,0,560,"apply soon to avoid further age point reductions, improve language test scores"
John Humphrey,27,False,False,2,3,4,11,10,6,False,0,0,0,0,4,5,True,0,True,True,True,True,False,0,0,0,0,0,0,1065,"upgrade to  degree, improve language test scores"
Alison Roberts,25,False,False,6,1,6,10,5,12,False,0,0,0,0,1,0,True,2,False,True,True,False,True,0,0,0,0,0,0,526,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Joseph Erickson,32,True,False,4,3,10,10,4,8,True,8,11,12,11,3,1,True,1,True,True,True,False,True,0,0,0,0,0,0,1332,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Veronica Riley,42,False,False,6,1,8,6,8,11,False,0,0,0,0,4,0,True,2,True,False,True,False,False,0,0,0,0,0,0,1007,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Cindy Wallace,46,False,False,6,0,4,11,6,8,True,8,6,11,5,3,2,False,1,False,True,True,False,False,0,0,0,0,0,0,538,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
Damon Lopez,25,True,False,3,1,10,11,4,9,False,0,0,0,0,2,2,True,0,True,True,True,False,True,0,0,0,0,0,0,1086,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Frank Serrano,30,True,False,4,0,9,4,7,10,True,10,8,8,12,0,5,True,1,True,False,False,True,True,0,0,0,0,0,0,1249,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Ricardo Andersen,19,True,True,4,3,8,11,10,9,False,0,0,0,0,3,2,True,1,True,False,False,False,True,8,0,12,9,7,9,1293,"upgrade to bachelor degree, improve language test scores, learn second official language"
Gail Becker,35,True,False,2,3,6,8,12,11,True,12,7,5,12,3,1,False,2,True,False,False,False,False,0,0,0,0,0,0,980,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Alyssa Stone,25,False,False,1,0,7,10,6,8,False,0,0,0,0,0,1,False,0,True,True,False,False,True,0,0,0,0,0,0,881,"upgrade to  degree, improve language test scores, gain more Canadian work experience, learn second official language"
Joel Graves,20,False,False,5,2,6,11,9,11,True,4,10,5,6,6,3,False,1,True,True,False,False,False,0,0,0,0,0,0,1291,"upgrade to bachelor degree, improve language test scores"
Penny Nixon DDS,17,True,True,8,2,5,8,9,12,True,5,4,7,11,3,2,False,0,True,False,True,True,True,8,5,12,9,5,4,1054,improve language test scores
John Harris,21,True,False,3,1,9,6,8,12,True,6,6,6,7,6,2,False,0,True,False,False,False,False,0,0,0,0,0,0,996,"upgrade to  degree, improve language test scores"
Joseph Brown,50,False,False,3,1,6,10,11,9,True,6,4,11,9,0,3,False,0,True,False,False,True,False,0,0,0,0,0,0,886,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Elaine Alvarado,46,False,False,2,0,10,8,9,6,False,0,0,0,0,3,4,True,0,False,True,True,False,False,0,0,0,0,0,0,281,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Sandra Dickson,21,False,False,2,2,6,5,4,9,False,0,0,0,0,4,4,False,2,False,True,False,True,True,0,0,0,0,0,0,454,"upgrade to  degree, improve language test scores"
Nicole Phillips,24,True,True,4,1,7,12,7,12,True,10,6,6,5,3,3,True,2,False,False,False,False,False,1,6,6,4,4,10,458,"upgrade to bachelor degree, improve language test scores, explore provincial nomination programs"
Matthew Padilla,50,False,False,5,1,11,6,8,4,False,0,0,0,0,2,4,True,1,False,True,False,True,False,0,0,0,0,0,0,560,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Erin Marsh,38,True,False,4,1,8,5,8,6,False,0,0,0,0,3,3,False,1,True,False,True,True,True,0,0,0,0,0,0,1209,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Joseph Anderson,46,False,False,1,0,6,12,12,10,True,10,7,5,7,4,3,True,2,False,True,False,False,True,0,0,0,0,0,0,361,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Megan Smith,39,False,False,1,2,9,11,6,9,False,0,0,0,0,5,2,True,2,False,False,True,True,True,0,0,0,0,0,0,433,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
Amber Turner,28,True,True,4,1,6,12,10,9,False,0,0,0,0,0,1,True,1,False,False,False,False,True,3,4,11,5,11,9,601,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience, learn second official language"
Vickie Cortez,25,False,False,4,0,6,9,6,5,False,0,0,0,0,3,1,False,2,False,True,False,False,True,0,0,0,0,0,0,465,"upgrade to bachelor degree, improve language test scores"
Andrea Evans,27,True,True,4,2,5,9,12,6,False,0,0,0,0,4,5,True,0,False,False,False,True,False,4,3,6,12,9,9,465,"upgrade to bachelor degree, improve language test scores, secure Canadian job offer"
Martha Chandler,45,False,False,3,0,8,9,11,12,False,0,0,0,0,3,3,True,1,True,True,True,False,True,0,0,0,0,0,0,1216,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores"
William Mejia,37,True,False,7,2,10,12,6,10,True,4,5,9,7,2,5,False,0,False,True,False,False,True,0,0,0,0,0,0,490,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Cody Thompson,32,True,False,4,1,8,10,8,10,False,0,0,0,0,0,4,False,1,False,False,True,False,True,0,0,0,0,0,0,606,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Hunter Reyes,36,True,False,6,3,4,4,4,7,False,0,0,0,0,1,0,True,1,False,False,False,True,True,0,0,0,0,0,0,620,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores, gain more Canadian work experience, learn second official language"
Scott Moses,48,False,False,8,0,12,11,8,10,False,0,0,0,0,1,5,True,0,False,True,False,True,False,0,0,0,0,0,0,430,"apply soon to avoid further age point reductions, improve language test scores, gain more Canadian work experience"
Angela Baker,27,True,True,6,2,5,5,7,4,True,10,7,11,12,6,5,False,1,False,False,False,True,False,7,5,12,6,8,4,663,"upgrade to master degree, improve language test scores"
James Reed,18,False,False,5,1,7,12,12,4,True,10,12,8,10,4,4,False,0,True,False,False,True,True,0,0,0,0,0,0,1128,"upgrade to bachelor degree, improve language test scores"
Patricia Patterson,27,True,True,4,1,8,9,11,7,True,4,9,5,11,0,1,False,1,False,True,True,False,True,3,4,8,10,12,12,649,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
Janice Lawson,40,False,False,7,3,5,4,8,12,True,9,8,7,4,6,1,False,2,True,True,True,True,False,0,0,0,0,0,0,1139,"apply soon to avoid further age point reductions, upgrade to PhD degree, improve language test scores"
Seth Herrera,21,True,False,2,0,10,6,5,12,False,0,0,0,0,1,1,True,2,False,True,True,False,True,0,0,0,0,0,0,441,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Richard Lewis,26,False,False,5,1,7,7,12,9,True,9,12,7,6,4,4,False,1,False,False,False,True,False,0,0,0,0,0,0,692,"upgrade to bachelor degree, improve language test scores"
Allison Jacobs,36,False,False,5,0,11,7,6,4,True,10,11,4,8,4,5,True,2,True,True,False,True,False,0,0,0,0,0,0,1110,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Elizabeth Snyder,19,False,False,1,2,11,12,7,11,True,5,5,5,9,1,4,True,1,True,True,True,False,False,0,0,0,0,0,0,1178,"upgrade to  degree, improve language test scores, gain more Canadian work experience"
Alfred Hansen,37,True,True,1,3,12,9,9,4,False,0,0,0,0,2,2,False,0,False,False,True,True,True,3,2,10,9,5,5,370,"apply soon to avoid further age point reductions, upgrade to  degree, improve language test scores, gain more Canadian work experience"
Maria Gardner,47,False,False,8,0,11,12,12,11,True,8,7,11,12,3,1,True,2,True,False,False,False,True,0,0,0,0,0,0,1096,apply soon to avoid further age point reductions
Victor Frank,18,False,False,4,3,12,8,6,12,False,0,0,0,0,6,4,False,1,False,True,False,False,True,0,0,0,0,0,0,707,"upgrade to bachelor degree, improve language test scores, learn second official language"
Ms. Angela Torres,18,False,False,7,0,4,7,7,8,True,8,11,11,4,5,2,False,2,False,True,True,True,False,0,0,0,0,0,0,555,"upgrade to PhD degree, improve language test scores, explore provincial nomination programs"
Beverly Ford,48,False,False,4,2,6,4,11,10,True,10,12,4,6,5,0,False,2,False,False,True,True,False,0,0,0,0,0,0,414,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores"
Samantha Watson,20,False,False,2,3,10,12,4,5,True,8,12,9,11,0,5,False,0,True,False,False,True,True,0,0,0,0,0,0,996,"upgrade to  degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Mary Watson,39,False,False,8,1,10,5,8,5,True,12,11,10,9,3,1,True,0,True,True,False,False,True,0,0,0,0,0,0,1063,"apply soon to avoid further age point reductions, improve language test scores"
Ross Fleming,26,False,False,2,2,12,5,8,10,True,9,5,6,6,4,5,False,2,True,False,False,True,True,0,0,0,0,0,0,1108,"upgrade to  degree, improve language test scores"
Melissa White,20,True,True,6,3,10,11,5,4,False,0,0,0,0,6,3,False,0,True,True,False,False,True,3,5,12,10,5,10,1127,"upgrade to master degree, improve language test scores"
Shawn Murphy,28,False,False,6,1,4,4,4,5,False,0,0,0,0,5,2,False,1,False,True,False,False,True,0,0,0,0,0,0,630,"upgrade to master degree, improve language test scores, explore provincial nomination programs"
David Sullivan,18,False,False,5,2,7,12,9,9,True,6,6,12,4,0,0,True,2,True,True,False,True,True,0,0,0,0,0,0,1120,"upgrade to bachelor degree, improve language test scores, gain more Canadian work experience"
David Brown,30,False,False,3,3,11,7,9,12,False,0,0,0,0,1,3,True,0,False,True,False,True,False,0,0,0,0,0,0,496,"upgrade to  degree, improve language test scores, gain more Canadian work experience, explore provincial nomination programs"
Joanne Dudley,17,True,True,6,3,6,8,6,8,False,0,0,0,0,1,0,True,2,False,False,False,True,True,6,0,8,8,10,11,434,"upgrade to master degree, improve language test scores, gain more Canadian work experience"
Tracy Thompson,23,False,False,8,1,7,8,9,6,True,9,5,12,6,2,5,True,2,True,False,True,False,False,0,0,0,0,0,0,1122,"improve language test scores, gain more Canadian work experience"
Albert Coleman,33,True,False,4,2,6,6,7,5,False,0,0,0,0,6,3,False,1,True,False,False,False,True,0,0,0,0,0,0,1197,"apply soon to avoid further age point reductions, upgrade to bachelor degree, improve language test scores, learn second official language"
Scott Miller,30,False,False,3,3,4,4,5,7,False,0,0,0,0,1,0,False,0,True,True,True,False,True,0,0,0,0,0,0,1000,"upgrade to  degree, improve language test scores, gain more Canadian work experience, secure Canadian job offer"
Bryan Fernandez,22,False,False,4,2,4,11,4,11,True,7,11,8,7,5,3,True,0,False,False,True,True,False,0,0,0,0,0,0,513,"upgrade to bachelor degree, improve language test scores"
Dana Smith,46,True,False,6,1,10,10,12,5,True,11,4,4,5,6,3,False,2,True,True,False,False,False,0,0,0,0,0,0,1023,"apply soon to avoid further age point reductions, upgrade to master degree, improve language test scores"
